params,seed,simulation_type,success,error,Psi,Gamma,Delta,Delta_reconciling,Gamma_reconciling,Psi_reconciling,S_shape,M_shape
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [0, 2, 4, 6, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [2, 3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [2, 3]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [2, 3]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [1, 3, 5, 7]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [1, 3, 5, 7]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [1, 3, 5, 7]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [5, 6, 7, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [5, 6, 7, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [5, 6, 7, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': []}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': []}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': []}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': []}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': []}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': []}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [1, 2, 3, 4, 5]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [1, 2, 3, 4, 5]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [1, 2, 3, 4, 5]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [3]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [3]}",43,gol,True,,0.5426445470494772,-0.19171661911378024,-0.017912721091962513,-5.784694038965622,0.050153354464934075,0.5437320110716205,"[501, 1024]","[501, 1]"
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 6], 'survive': [3]}",44,gol,True,,1.140476516749277,-1.3707681784649761,0.7773012791464863,-3.9394990963756666,-0.4190020330224684,1.155608279068957,"[501, 1024]","[501, 1]"
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [1, 3, 5, 7]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [1, 3, 5, 7]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [1, 3, 5, 7]}",44,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [5, 6, 7, 8]}",42,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [5, 6, 7, 8]}",43,gol,False,RESOURCE_EXHAUSTED: : CUDA_ERROR_OUT_OF_MEMORY: out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [5, 6, 7, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': []}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': []}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': []}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': []}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': []}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': []}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [1, 3, 5, 7], 'survive': [3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [2, 3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [2, 3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [0, 2, 4, 6, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [2, 3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [2, 3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [1, 3, 5, 7]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [1, 3, 5, 7]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [1, 3, 5, 7]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [5, 6, 7, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [5, 6, 7, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [5, 6, 7, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': []}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': []}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': []}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [0, 1, 2, 3, 4, 5, 6, 7, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': []}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': []}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': []}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [1, 2, 3, 4, 5]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [3, 5, 7], 'survive': [3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [2, 3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [2, 3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [0, 2, 4, 6, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [0, 2, 4, 6, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [0, 2, 4, 6, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [2, 3]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [2, 3]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [2, 3]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [1, 3, 5, 7]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [1, 3, 5, 7]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [1, 3, 5, 7]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [5, 6, 7, 8]}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [5, 6, 7, 8]}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': [5, 6, 7, 8]}",44,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': []}",42,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
"{'grid_size': 32, 'init_density': 0.1, 'n_steps': 500, 'birth': [2], 'survive': []}",43,gol,False,INTERNAL: There was an error before calling cuModuleGetFunction (2): cudaErrorMemoryAllocation : out of memory,,,,,,,,
